DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV
2008-07-11	18587394	Barrett JC	2008-06-29	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18587394	Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.	Crohn's disease	3,230 European ancestry cases, 4,829 European ancestry controls	1,339 European ancestry trios, 2,325 European ancestry cases, 1,809 European ancestry controls	13q14.11	13	43883789	Unknown	LACC1			144811			rs3764147-G	rs3764147	0	3764147	missense_variant	0	0.22	2E-13	12.698970004336019		1.25	[NR]	Affymetrix, Illumina [635547] (imputed)	N
2008-07-11	18587394	Barrett JC	2008-06-29	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18587394	Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.	Crohn's disease	3,230 European ancestry cases, 4,829 European ancestry controls	1,339 European ancestry trios, 2,325 European ancestry cases, 1,809 European ancestry controls	5q33.3	5	159387525	IL12B	LOC285626 - LOC285627	285626	285627		24691	61031	rs10045431-C	rs10045431	0	10045431	intron_variant	1	0.71	4E-13	12.397940008672037		1.11	[NR]	Affymetrix, Illumina [635547] (imputed)	N
2008-07-11	18587394	Barrett JC	2008-06-29	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18587394	Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.	Crohn's disease	3,230 European ancestry cases, 4,829 European ancestry controls	1,339 European ancestry trios, 2,325 European ancestry cases, 1,809 European ancestry controls	6q27	6	167024500	CCR6	FGFR1OP			11116			rs2301436-T	rs2301436	0	2301436	intron_variant	0	0.46	1E-12	12.0		1.21	[NR]	Affymetrix, Illumina [635547] (imputed)	N
2008-07-11	18587394	Barrett JC	2008-06-29	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18587394	Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.	Crohn's disease	3,230 European ancestry cases, 4,829 European ancestry controls	1,339 European ancestry trios, 2,325 European ancestry cases, 1,809 European ancestry controls	17q21.2	17	42362183	STAT3	STAT3			6774			rs744166-A	rs744166	0	744166	intron_variant	0	0.57	7E-12	11.154901959985743		1.18	[NR]	Affymetrix, Illumina [635547] (imputed)	N
2008-07-11	18587394	Barrett JC	2008-06-29	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18587394	Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.	Crohn's disease	3,230 European ancestry cases, 4,829 European ancestry controls	1,339 European ancestry trios, 2,325 European ancestry cases, 1,809 European ancestry controls	6q21	6	105987394	Unknown	RN7SKP211 - PRDM1	106479189	639		82774	59335	rs7746082-C	rs7746082	0	7746082	regulatory_region_variant	1	0.29	2E-10	9.698970004336019		1.17	[NR]	Affymetrix, Illumina [635547] (imputed)	N
2008-07-11	18587394	Barrett JC	2008-06-29	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18587394	Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.	Crohn's disease	3,230 European ancestry cases, 4,829 European ancestry controls	1,339 European ancestry trios, 2,325 European ancestry cases, 1,809 European ancestry controls	1p13.2	1	113834946	PTPN22	AP4B1-AS1, PTPN22			100287722, 26191			rs2476601-G	rs2476601	0	2476601	missense_variant	0	0.90	1E-8	8.0		1.31	[NR]	Affymetrix, Illumina [635547] (imputed)	N
2008-07-11	18587394	Barrett JC	2008-06-29	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18587394	Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.	Crohn's disease	3,230 European ancestry cases, 4,829 European ancestry controls	1,339 European ancestry trios, 2,325 European ancestry cases, 1,809 European ancestry controls	1q23.3	1	160882256	ITLN1	ITLN1			55600			rs2274910-C	rs2274910	0	2274910	non_coding_transcript_exon_variant	0	0.68	1E-9	9.0		1.14	[NR]	Affymetrix, Illumina [635547] (imputed)	N
2008-07-11	18587394	Barrett JC	2008-06-29	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18587394	Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.	Crohn's disease	3,230 European ancestry cases, 4,829 European ancestry controls	1,339 European ancestry trios, 2,325 European ancestry cases, 1,809 European ancestry controls	1q24.3	1	172893094	intergenic	AIMP1P2 - TNFSF18	100873064	8995		6836	148126	rs9286879-G	rs9286879	0	9286879	intron_variant	1	0.24	2E-9	8.698970004336019		1.19	[NR]	Affymetrix, Illumina [635547] (imputed)	N
2008-07-11	18587394	Barrett JC	2008-06-29	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18587394	Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.	Crohn's disease	3,230 European ancestry cases, 4,829 European ancestry controls	1,339 European ancestry trios, 2,325 European ancestry cases, 1,809 European ancestry controls	1q32.1	1	200966738	intergenic	MROH3P - KIF21B	647215	23046		62	2648	rs11584383-T	rs11584383	0	11584383	downstream_gene_variant	1	0.70	1E-11	11.0		1.18	[NR]	Affymetrix, Illumina [635547] (imputed)	N
2008-07-11	18587394	Barrett JC	2008-06-29	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18587394	Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.	Crohn's disease	3,230 European ancestry cases, 4,829 European ancestry controls	1,339 European ancestry trios, 2,325 European ancestry cases, 1,809 European ancestry controls	6p22.3	6	20728500	CDKAL1	CDKAL1			54901			rs6908425-C	rs6908425	0	6908425	intron_variant	0	0.78	9E-10	9.045757490560675		1.21	[NR]	Affymetrix, Illumina [635547] (imputed)	N
2008-07-11	18587394	Barrett JC	2008-06-29	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18587394	Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.	Crohn's disease	3,230 European ancestry cases, 4,829 European ancestry controls	1,339 European ancestry trios, 2,325 European ancestry cases, 1,809 European ancestry controls	7p12.2	7	50230076	intergenic	C7orf72 - IKZF1	100130988	10320		70820	73377	rs1456893-A	rs1456893	0	1456893	intron_variant	1	0.68	5E-9	8.301029995663981		1.2	[NR]	Affymetrix, Illumina [635547] (imputed)	N
2008-07-11	18587394	Barrett JC	2008-06-29	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18587394	Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.	Crohn's disease	3,230 European ancestry cases, 4,829 European ancestry controls	1,339 European ancestry trios, 2,325 European ancestry cases, 1,809 European ancestry controls	8q24.13	8	125527809	intergenic	LOC105375746			105375746			rs1551398-A	rs1551398	0	1551398	intron_variant	0	0.62	5E-9	8.301029995663981		1.08	[NR]	Affymetrix, Illumina [635547] (imputed)	N
2008-07-11	18587394	Barrett JC	2008-06-29	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18587394	Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.	Crohn's disease	3,230 European ancestry cases, 4,829 European ancestry controls	1,339 European ancestry trios, 2,325 European ancestry cases, 1,809 European ancestry controls	9p24.1	9	4981602	JAK2	HNRNPA1P41 - JAK2	100128701	3717		35640	3484	rs10758669-C	rs10758669	0	10758669	upstream_gene_variant	1	0.35	3E-9	8.522878745280337		1.12	[NR]	Affymetrix, Illumina [635547] (imputed)	N
2008-07-11	18587394	Barrett JC	2008-06-29	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18587394	Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.	Crohn's disease	3,230 European ancestry cases, 4,829 European ancestry controls	1,339 European ancestry trios, 2,325 European ancestry cases, 1,809 European ancestry controls	10p11.21	10	34998722	intergenic	LOC105376491 - CUL2	105376491	8453		23144	9829	rs17582416-G	rs17582416	0	17582416	intergenic_variant	1	0.35	2E-9	8.698970004336019		1.16	[NR]	Affymetrix, Illumina [635547] (imputed)	N
2008-07-11	18587394	Barrett JC	2008-06-29	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18587394	Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.	Crohn's disease	3,230 European ancestry cases, 4,829 European ancestry controls	1,339 European ancestry trios, 2,325 European ancestry cases, 1,809 European ancestry controls	11q13.5	11	76590272	C11orf30	C11orf30 - LOC101928813	56946	101928813		37371	17879	rs7927894-T	rs7927894	0	7927894	upstream_gene_variant	1	0.39	1E-9	9.0		1.16	[NR]	Affymetrix, Illumina [635547] (imputed)	N
2008-07-11	18587394	Barrett JC	2008-06-29	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18587394	Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.	Crohn's disease	3,230 European ancestry cases, 4,829 European ancestry controls	1,339 European ancestry trios, 2,325 European ancestry cases, 1,809 European ancestry controls	12q12	12	40208138	MUC19, LRRK2	LOC105369735			105369735			rs11175593-T	rs11175593	0	11175593	non_coding_transcript_exon_variant	0	0.02	3E-10	9.522878745280337		1.54	[NR]	Affymetrix, Illumina [635547] (imputed)	N
2008-07-11	18587394	Barrett JC	2008-06-29	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18587394	Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.	Crohn's disease	3,230 European ancestry cases, 4,829 European ancestry controls	1,339 European ancestry trios, 2,325 European ancestry cases, 1,809 European ancestry controls	17q21.1	17	39884510	ORMDL3	ZPBP2 - GSDMB	124626	55876		6614	20085	rs2872507-A	rs2872507	0	2872507	intergenic_variant	1	0.47	5E-9	8.301029995663981		1.12	[NR]	Affymetrix, Illumina [635547] (imputed)	N
2008-07-11	18587394	Barrett JC	2008-06-29	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18587394	Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.	Crohn's disease	3,230 European ancestry cases, 4,829 European ancestry controls	1,339 European ancestry trios, 2,325 European ancestry cases, 1,809 European ancestry controls	21q21.1	21	15432901	intergenic	LOC101927745			101927745			rs1736135-T	rs1736135	0	1736135	intron_variant	0	0.57	7E-9	8.154901959985743		1.18	[NR]	Affymetrix, Illumina [635547] (imputed)	N
2008-07-11	18587394	Barrett JC	2008-06-29	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18587394	Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.	Crohn's disease	3,230 European ancestry cases, 4,829 European ancestry controls	1,339 European ancestry trios, 2,325 European ancestry cases, 1,809 European ancestry controls	21q22.3	21	44195678	ICOSLG	LOC105377139 - LOC107983952	105377139	107983952		3905	6114	rs762421-G	rs762421	0	762421	intergenic_variant	1	0.39	1E-9	9.0		1.13	[NR]	Affymetrix, Illumina [635547] (imputed)	N
2008-07-11	18587394	Barrett JC	2008-06-29	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18587394	Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.	Crohn's disease	3,230 European ancestry cases, 4,829 European ancestry controls	1,339 European ancestry trios, 2,325 European ancestry cases, 1,809 European ancestry controls	1p31.3	1	67236843	IL23R	IL23R			149233			rs11465804-T	rs11465804	0	11465804	intron_variant	0	0.93	7E-63	62.15490195998574		2.5	[NR]	Affymetrix, Illumina [635547] (imputed)	N
2008-07-11	18587394	Barrett JC	2008-06-29	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18587394	Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.	Crohn's disease	3,230 European ancestry cases, 4,829 European ancestry controls	1,339 European ancestry trios, 2,325 European ancestry cases, 1,809 European ancestry controls	2q37.1	2	233271764	ATG16L1	ATG16L1			55054			rs3828309-G	rs3828309	0	3828309	intron_variant	0	0.53	2E-32	31.69897000433602		1.25	[NR]	Affymetrix, Illumina [635547] (imputed)	N
2008-07-11	18587394	Barrett JC	2008-06-29	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18587394	Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.	Crohn's disease	3,230 European ancestry cases, 4,829 European ancestry controls	1,339 European ancestry trios, 2,325 European ancestry cases, 1,809 European ancestry controls	3p21.31	3	49684099	MST1	MST1			4485			rs3197999-A	rs3197999	0	3197999	missense_variant	0	0.27	1E-12	12.0		1.2	[NR]	Affymetrix, Illumina [635547] (imputed)	N
2008-07-11	18587394	Barrett JC	2008-06-29	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18587394	Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.	Crohn's disease	3,230 European ancestry cases, 4,829 European ancestry controls	1,339 European ancestry trios, 2,325 European ancestry cases, 1,809 European ancestry controls	5p13.1	5	40392626	PTGER4	LOC105374736 - LOC105374737	105374736	105374737		64975	207324	rs4613763-C	rs4613763	0	4613763	intergenic_variant	1	0.13	7E-27	26.154901959985743		1.32	[NR]	Affymetrix, Illumina [635547] (imputed)	N
2008-07-11	18587394	Barrett JC	2008-06-29	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18587394	Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.	Crohn's disease	3,230 European ancestry cases, 4,829 European ancestry controls	1,339 European ancestry trios, 2,325 European ancestry cases, 1,809 European ancestry controls	5q31.1	5	132435113	intergenic	C5orf56			441108			rs2188962-T	rs2188962	0	2188962	intron_variant	0	0.43	2E-18	17.69897000433602		1.25	[NR]	Affymetrix, Illumina [635547] (imputed)	N
2008-07-11	18587394	Barrett JC	2008-06-29	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18587394	Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.	Crohn's disease	3,230 European ancestry cases, 4,829 European ancestry controls	1,339 European ancestry trios, 2,325 European ancestry cases, 1,809 European ancestry controls	5q33.1	5	150879305	IRGM	IRGM			345611			rs11747270-G	rs11747270	0	11747270	intron_variant	0	0.09	3E-16	15.522878745280337		1.33	[NR]	Affymetrix, Illumina [635547] (imputed)	N
2008-07-11	18587394	Barrett JC	2008-06-29	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18587394	Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.	Crohn's disease	3,230 European ancestry cases, 4,829 European ancestry controls	1,339 European ancestry trios, 2,325 European ancestry cases, 1,809 European ancestry controls	9q32	9	114804160	TNFSF15	TNFSF15			9966			rs4263839-G	rs4263839	0	4263839	intron_variant	0	0.68	3E-10	9.522878745280337		1.22	[NR]	Affymetrix, Illumina [635547] (imputed)	N
2008-07-11	18587394	Barrett JC	2008-06-29	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18587394	Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.	Crohn's disease	3,230 European ancestry cases, 4,829 European ancestry controls	1,339 European ancestry trios, 2,325 European ancestry cases, 1,809 European ancestry controls	10q24.2	10	99531836	NKX2-3	LINC01475 - NKX2-3	101927324	159296		659	1097	rs11190140-T	rs11190140	0	11190140	upstream_gene_variant	1	0.48	3E-16	15.522878745280337		1.2	[NR]	Affymetrix, Illumina [635547] (imputed)	N
2008-07-11	18587394	Barrett JC	2008-06-29	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18587394	Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.	Crohn's disease	3,230 European ancestry cases, 4,829 European ancestry controls	1,339 European ancestry trios, 2,325 European ancestry cases, 1,809 European ancestry controls	16q12.1	16	50729868	NOD2	NOD2			64127			rs2066847-C	rs2066847	0	2066847	frameshift_variant	0	0.02	3E-24	23.522878745280337		3.99	[NR]	Affymetrix, Illumina [635547] (imputed)	N
2008-07-11	18587394	Barrett JC	2008-06-29	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18587394	Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.	Crohn's disease	3,230 European ancestry cases, 4,829 European ancestry controls	1,339 European ancestry trios, 2,325 European ancestry cases, 1,809 European ancestry controls	18p11.21	18	12779948	PTPN2	LOC100996324 - PTPN2	100996324	5771		30526	5530	rs2542151-G	rs2542151	0	2542151	upstream_gene_variant	1	0.15	5E-17	16.30102999566398		1.35	[NR]	Affymetrix, Illumina [635547] (imputed)	N
2008-07-11	18587394	Barrett JC	2008-06-29	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18587394	Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.	Crohn's disease	3,230 European ancestry cases, 4,829 European ancestry controls	1,339 European ancestry trios, 2,325 European ancestry cases, 1,809 European ancestry controls	10q21.2	10	62678726	ZNF365	ZNF365 - ALDH7A1P4	22891	544		6715	62264	rs10995271-C	rs10995271	0	10995271	intergenic_variant	1	0.39	4E-20	19.397940008672037		1.25	[NR]	Affymetrix, Illumina [635547] (imputed)	N
2008-06-16	17554261	Parkes M	2007-06-06	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/17554261	Sequence variants in the autophagy gene IRGM and multiple other replicating loci contribute to Crohn's disease susceptibility.	Crohn's disease	1,748 cases, 2,938 controls	1,182 European ancestry cases, 2,024 European ancestry controls	21q22.2	21	38919816	intergenic	LOC400867			400867			rs2836754-?	rs2836754	0	2836754	intron_variant	0	0.35	5E-7	6.301029995663981		1.15	[1.03-1.28]	Affymetrix [see WTCCC]	N
2008-06-16	17554261	Parkes M	2007-06-06	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/17554261	Sequence variants in the autophagy gene IRGM and multiple other replicating loci contribute to Crohn's disease susceptibility.	Crohn's disease	1,748 cases, 2,938 controls	1,182 European ancestry cases, 2,024 European ancestry controls	1q24.3	1	172929237	intergenic	AIMP1P2 - TNFSF18	100873064	8995		42979	111983	rs12035082-?	rs12035082	0	12035082	intron_variant	1	0.40	2E-7	6.698970004336019		1.14	[1.02-1.27]	Affymetrix [see WTCCC]	N
2008-06-16	17554261	Parkes M	2007-06-06	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/17554261	Sequence variants in the autophagy gene IRGM and multiple other replicating loci contribute to Crohn's disease susceptibility.	Crohn's disease	1,748 cases, 2,938 controls	1,182 European ancestry cases, 2,024 European ancestry controls	5q33.3	5	159395637	IL12B	LOC285626 - LOC285627	285626	285627		32803	52919	rs6887695-?	rs6887695	0	6887695	intron_variant	1	0.32	9E-6	5.045757490560675		1.26	[1.12-1.41]	Affymetrix [see WTCCC]	N
2008-06-16	17554261	Parkes M	2007-06-06	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/17554261	Sequence variants in the autophagy gene IRGM and multiple other replicating loci contribute to Crohn's disease susceptibility.	Crohn's disease	1,748 cases, 2,938 controls	1,182 European ancestry cases, 2,024 European ancestry controls	5p13.1	5	40437846	intergenic	LOC105374736 - LOC105374737	105374736	105374737		110195	162104	rs9292777-?	rs9292777	0	9292777	regulatory_region_variant	1	0.40	3E-18	17.522878745280337		1.34	[1.20-1.50]	Affymetrix [see WTCCC]	N
2008-06-16	17804789	Raelson JV	2007-09-05	Proc Natl Acad Sci U S A	www.ncbi.nlm.nih.gov/pubmed/17804789	Genome-wide association study for Crohn's disease in the Quebec Founder Population identifies multiple validated disease loci.	Crohn's disease	382 French Canadian founder trios	750 European ancestry cases, 828 European ancestry controls, 521 European ancestry trios	16q12.1	16	50722863	NOD2	NOD2			64127			rs5743289-?	rs5743289	0	5743289	intron_variant	0	NR	6E-17	16.221848749616356				Perlegen [164279]	N
2010-07-12	20570966	McGovern DP	2010-06-22	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/20570966	Fucosyltransferase 2 (FUT2) non-secretor status is associated with Crohn's disease.	Crohn's disease	896 European ancestry cases, 3,204 European ancestry controls	1,174 European ancestry cases, 357 European ancestry controls	19q13.33	19	48705608	FUT2	FUT2			2524			rs504963-A	rs504963	0	504963	3_prime_UTR_variant	0	0.431	2E-8	7.698970004336019				Illumina [304825]	N
2010-07-12	20570966	McGovern DP	2010-06-22	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/20570966	Fucosyltransferase 2 (FUT2) non-secretor status is associated with Crohn's disease.	Crohn's disease	896 European ancestry cases, 3,204 European ancestry controls	1,174 European ancestry cases, 357 European ancestry controls	1p31.3	1	67236843	IL23R	IL23R			149233			rs11465804-?	rs11465804	0	11465804	intron_variant	0	NR	1E-6	6.0		1.89	[1.47-2.44]	Illumina [304825]	N
2010-07-12	20570966	McGovern DP	2010-06-22	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/20570966	Fucosyltransferase 2 (FUT2) non-secretor status is associated with Crohn's disease.	Crohn's disease	896 European ancestry cases, 3,204 European ancestry controls	1,174 European ancestry cases, 357 European ancestry controls	2q37.1	2	233274722	ATG16L1	ATG16L1			55054			rs2241880-?	rs2241880	0	2241880	missense_variant	0	NR	3E-6	5.522878745280337		1.32	[1.18-1.47]	Illumina [304825]	N
