DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV
2017-03-28	27764800	Cox DG	2016-10-14	Oncotarget	www.ncbi.nlm.nih.gov/pubmed/27764800	GWAS in the SIGNAL/PHARE clinical cohort restricts the association between the FGFR2 locus and estrogen receptor status to HER2-negative breast cancer patients.	Estrogen receptor status in breast cancer	6,211 French ancestry estrogen receptor positive cases, 2,516 French ancestry estrogen receptor negative cases	NA	10q26.13	10	121594355	FGFR2	FGFR2			2263			rs3135718-?	rs3135718	0	3135718	intron_variant	0	NR	6E-12	11.221848749616356		1.33	[1.23 - 1.45]	Illumina [914144] (imputed)	N
2015-12-07	25890600	Guo Q	2015-04-18	J Natl Cancer Inst	www.ncbi.nlm.nih.gov/pubmed/25890600	Identification of novel genetic markers of breast cancer survival.	Breast cancer (survival)	23,059 European ancestry estrogen-receptor positive cases, 6,881 European ancestry estrogen-receptor negative cases, 8,014 European ancestry cases		11q24.2	11	125389528	HEPACAM, HEPN1, CCDC15, SLC37A2, TMEM218, FEZ1, MGC39545, STT3A, CHEK1, ACRV1, PATE1, PATE2, PATE3, PATE4, HYLS1, PKNOX2, ROBO4	PKNOX2			63876			rs2059614-?	rs2059614	0	2059614	intron_variant	0	0.06	1E-9	9.0	(ER -ve)	1.9	[1.54-2.33]	Affymetrix, Illumina [9000000] (imputed)	N
2015-12-07	25890600	Guo Q	2015-04-18	J Natl Cancer Inst	www.ncbi.nlm.nih.gov/pubmed/25890600	Identification of novel genetic markers of breast cancer survival.	Breast cancer (survival)	23,059 European ancestry estrogen-receptor positive cases, 6,881 European ancestry estrogen-receptor negative cases, 8,014 European ancestry cases		14q24.1	14	67599772	NR	GPHN, PIGH			10243, 5283			rs7149859-?	rs7149859	0	7149859	intron_variant	0		7E-7	6.154901959985743	(ER +ve)	1.22	[1.13-1.33]	Affymetrix, Illumina [9000000] (imputed)	N
2017-03-31	27117709	Couch FJ	2016-04-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/27117709	Identification of four novel susceptibility loci for oestrogen receptor negative breast cancer.	Breast cancer (estrogen-receptor negative)	4,939 European ancestry cases, 14,352 European ancestry controls	7,333 European ancestry cases, 42,468 European ancestry controls	1p36.22	1	10503552	PEX14	PEX14			5195			rs10864459-?	rs10864459	0	10864459	intron_variant	0	0.6799999999999999	2E-9	8.698970004336019		1.1111112	[1.08-1.15]	Illumina [10909381] (imputed)	N
2017-03-31	27117709	Couch FJ	2016-04-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/27117709	Identification of four novel susceptibility loci for oestrogen receptor negative breast cancer.	Breast cancer (estrogen-receptor negative)	4,939 European ancestry cases, 14,352 European ancestry controls	7,333 European ancestry cases, 42,468 European ancestry controls	1q32.1	1	202209914	LGR6	LGR6			59352			rs17489300-?	rs17489300	0	17489300	intron_variant	0	0.6	9E-10	9.045757490560675		1.1111112	[1.08-1.15]	Illumina [10909381] (imputed)	N
2017-03-31	27117709	Couch FJ	2016-04-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/27117709	Identification of four novel susceptibility loci for oestrogen receptor negative breast cancer.	Breast cancer (estrogen-receptor negative)	4,939 European ancestry cases, 14,352 European ancestry controls	7,333 European ancestry cases, 42,468 European ancestry controls	1q32.1	1	204549714	MDM4	MDM4			4194			rs4245739-?	rs4245739	0	4245739	3_prime_UTR_variant	0	0.26	6E-15	14.221848749616356		1.13	[1.11-1.19]	Illumina [10909381] (imputed)	N
2017-03-31	27117709	Couch FJ	2016-04-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/27117709	Identification of four novel susceptibility loci for oestrogen receptor negative breast cancer.	Breast cancer (estrogen-receptor negative)	4,939 European ancestry cases, 14,352 European ancestry controls	7,333 European ancestry cases, 42,468 European ancestry controls	2p24.1	2	19121042	Intergenic	LOC105373455 - MIR4757	105373455	100616307		54972	227387	rs12710696-?	rs12710696	0	12710696	intron_variant	1	0.36	2E-8	7.698970004336019		1.1	[1.06-1.13]	Illumina [10909381] (imputed)	N
2017-03-31	27117709	Couch FJ	2016-04-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/27117709	Identification of four novel susceptibility loci for oestrogen receptor negative breast cancer.	Breast cancer (estrogen-receptor negative)	4,939 European ancestry cases, 14,352 European ancestry controls	7,333 European ancestry cases, 42,468 European ancestry controls	2q14.2	2	120330606	INHBB	LOC105373584 - LOC105373989	105373584	105373989		11282	11844	rs11903787-?	rs11903787	0	11903787	downstream_gene_variant	1	0.75	9E-7	6.045757490560675		1.1111112	[1.06-1.16]	Illumina [10909381] (imputed)	N
2017-03-31	27117709	Couch FJ	2016-04-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/27117709	Identification of four novel susceptibility loci for oestrogen receptor negative breast cancer.	Breast cancer (estrogen-receptor negative)	4,939 European ancestry cases, 14,352 European ancestry controls	7,333 European ancestry cases, 42,468 European ancestry controls	5p15.33	5	1279913	TERT	TERT			7015			rs2242652-?	rs2242652	0	2242652	intron_variant	0	0.2	3E-14	13.522878745280337		1.18	[1.13-1.23]	Illumina [10909381] (imputed)	N
2017-03-31	27117709	Couch FJ	2016-04-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/27117709	Identification of four novel susceptibility loci for oestrogen receptor negative breast cancer.	Breast cancer (estrogen-receptor negative)	4,939 European ancestry cases, 14,352 European ancestry controls	7,333 European ancestry cases, 42,468 European ancestry controls	5p15.33	5	1282204	TERT	TERT			7015			rs7726159-?	rs7726159	0	7726159	intron_variant	0	0.34	2E-6	5.698970004336019		1.09	[1.05-1.13]	Illumina [10909381] (imputed)	N
2017-03-31	27117709	Couch FJ	2016-04-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/27117709	Identification of four novel susceptibility loci for oestrogen receptor negative breast cancer.	Breast cancer (estrogen-receptor negative)	4,939 European ancestry cases, 14,352 European ancestry controls	7,333 European ancestry cases, 42,468 European ancestry controls	5p15.33	5	1297373	TERT	TERT - MIR4457	7015	100616235		1747	11937	rs2736108-?	rs2736108	0	2736108	upstream_gene_variant	1	0.71	1E-8	8.0		1.1235955	[1.08-1.16]	Illumina [10909381] (imputed)	N
2017-03-31	27117709	Couch FJ	2016-04-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/27117709	Identification of four novel susceptibility loci for oestrogen receptor negative breast cancer.	Breast cancer (estrogen-receptor negative)	4,939 European ancestry cases, 14,352 European ancestry controls	7,333 European ancestry cases, 42,468 European ancestry controls	6q25.1	6	151597721	ESR1	CCDC170			80129			rs12662670-?	rs12662670	0	12662670	intron_variant	0	0.08	9E-15	14.045757490560675		1.2	[1.18-1.32]	Illumina [10909381] (imputed)	N
2017-03-31	27117709	Couch FJ	2016-04-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/27117709	Identification of four novel susceptibility loci for oestrogen receptor negative breast cancer.	Breast cancer (estrogen-receptor negative)	4,939 European ancestry cases, 14,352 European ancestry controls	7,333 European ancestry cases, 42,468 European ancestry controls	6q25.1	6	151625017	ESR1	CCDC170 - ESR1	80129	2099		3824	29131	rs11155804-?	rs11155804	0	11155804	downstream_gene_variant	1	0.34	8E-18	17.096910013008056		1.16	[1.12-1.19]	Illumina [10909381] (imputed)	N
2017-03-31	27117709	Couch FJ	2016-04-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/27117709	Identification of four novel susceptibility loci for oestrogen receptor negative breast cancer.	Breast cancer (estrogen-receptor negative)	4,939 European ancestry cases, 14,352 European ancestry controls	7,333 European ancestry cases, 42,468 European ancestry controls	10q21.2	10	62518923	ZNF365	ZNF365			22891			rs10995190-?	rs10995190	0	10995190	intron_variant	0	0.84	4E-8	7.3979400086720375		1.1235955	[1.08-1.18]	Illumina [10909381] (imputed)	N
2017-03-31	27117709	Couch FJ	2016-04-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/27117709	Identification of four novel susceptibility loci for oestrogen receptor negative breast cancer.	Breast cancer (estrogen-receptor negative)	4,939 European ancestry cases, 14,352 European ancestry controls	7,333 European ancestry cases, 42,468 European ancestry controls	11p15.5	11	1880867	LSP1	LSP1			4046			rs4980383-?	rs4980383	0	4980383	non_coding_transcript_exon_variant	0	0.44	3E-6	5.522878745280337		1.08	[1.05-1.12]	Illumina [10909381] (imputed)	N
2017-03-31	27117709	Couch FJ	2016-04-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/27117709	Identification of four novel susceptibility loci for oestrogen receptor negative breast cancer.	Breast cancer (estrogen-receptor negative)	4,939 European ancestry cases, 14,352 European ancestry controls	7,333 European ancestry cases, 42,468 European ancestry controls	12p11.22	12	28021884	PTHLH	PTHLH - LOC105369710	5744	105369710		47697	39757	rs7297051-?	rs7297051	0	7297051	regulatory_region_variant	1	0.76	1E-14	14.0		1.1627907	[1.12-1.2]	Illumina [10909381] (imputed)	N
2017-03-31	27117709	Couch FJ	2016-04-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/27117709	Identification of four novel susceptibility loci for oestrogen receptor negative breast cancer.	Breast cancer (estrogen-receptor negative)	4,939 European ancestry cases, 14,352 European ancestry controls	7,333 European ancestry cases, 42,468 European ancestry controls	12p11.22	12	28002147	PTHLH	PTHLH - LOC105369710	5744	105369710		27960	59494	rs10771399-?	rs10771399	0	10771399	intergenic_variant	1	0.88	4E-13	12.397940008672037		1.2658228	[1.15-1.28]	Illumina [10909381] (imputed)	N
2017-03-31	27117709	Couch FJ	2016-04-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/27117709	Identification of four novel susceptibility loci for oestrogen receptor negative breast cancer.	Breast cancer (estrogen-receptor negative)	4,939 European ancestry cases, 14,352 European ancestry controls	7,333 European ancestry cases, 42,468 European ancestry controls	16q12.1	16	52565276	TOX3	CASC16			643714			rs4784227-?	rs4784227	0	4784227	intron_variant	0	0.24	1E-14	14.0		1.15	[1.11-1.19]	Illumina [10909381] (imputed)	N
2017-03-31	27117709	Couch FJ	2016-04-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/27117709	Identification of four novel susceptibility loci for oestrogen receptor negative breast cancer.	Breast cancer (estrogen-receptor negative)	4,939 European ancestry cases, 14,352 European ancestry controls	7,333 European ancestry cases, 42,468 European ancestry controls	16q12.2	16	53779455	FTO	FTO			79068			rs17817449-?	rs17817449	0	17817449	intron_variant	0	0.5900000000000001	3E-7	6.522878745280337		1.098901	[1.05-1.12]	Illumina [10909381] (imputed)	N
2017-03-31	27117709	Couch FJ	2016-04-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/27117709	Identification of four novel susceptibility loci for oestrogen receptor negative breast cancer.	Breast cancer (estrogen-receptor negative)	4,939 European ancestry cases, 14,352 European ancestry controls	7,333 European ancestry cases, 42,468 European ancestry controls	16q12.2	16	53821379	FTO	FTO			79068			rs11075995-?	rs11075995	0	11075995	intron_variant	0	0.24	3E-8	7.522878745280337		1.11	[1.07-1.15]	Illumina [10909381] (imputed)	N
2017-03-31	27117709	Couch FJ	2016-04-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/27117709	Identification of four novel susceptibility loci for oestrogen receptor negative breast cancer.	Breast cancer (estrogen-receptor negative)	4,939 European ancestry cases, 14,352 European ancestry controls	7,333 European ancestry cases, 42,468 European ancestry controls	19p13.11	19	17283116	ADHB8	ANKLE1			126549			rs56069439-?	rs56069439	0	56069439	non_coding_transcript_exon_variant	0	0.3	8E-19	18.096910013008056		1.16	[1.13-1.20]	Illumina [10909381] (imputed)	N
2017-03-31	27117709	Couch FJ	2016-04-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/27117709	Identification of four novel susceptibility loci for oestrogen receptor negative breast cancer.	Breast cancer (estrogen-receptor negative)	4,939 European ancestry cases, 14,352 European ancestry controls	7,333 European ancestry cases, 42,468 European ancestry controls	19p13.11	19	17278895	MERIT40	BABAM1			29086			rs8170-?	rs8170	0	8170	synonymous_variant	0	0.19	1E-12	12.0		1.15	[1.11-1.20]	Illumina [10909381] (imputed)	N
2017-03-31	27117709	Couch FJ	2016-04-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/27117709	Identification of four novel susceptibility loci for oestrogen receptor negative breast cancer.	Breast cancer (estrogen-receptor negative)	4,939 European ancestry cases, 14,352 European ancestry controls	7,333 European ancestry cases, 42,468 European ancestry controls	2p23.2	2	28896719	WDR43	WDR43			23160			rs67073037-?	rs67073037	0	67073037	intron_variant	0	0.76	3E-6	5.522878745280337		1.0869565	[1.05-1.14]	Illumina [10909381] (imputed)	N
2017-03-31	27117709	Couch FJ	2016-04-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/27117709	Identification of four novel susceptibility loci for oestrogen receptor negative breast cancer.	Breast cancer (estrogen-receptor negative)	4,939 European ancestry cases, 14,352 European ancestry controls	7,333 European ancestry cases, 42,468 European ancestry controls	2q33.1	2	200878871	PPIL3, CLK1, FAM126B, NDUFB3	PPIL3			53938			rs115635831-?	rs115635831	0	115635831	intron_variant	0	0.015	1E-6	6.0		1.36	[1.20-1.54]	Illumina [10909381] (imputed)	N
2017-03-31	27117709	Couch FJ	2016-04-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/27117709	Identification of four novel susceptibility loci for oestrogen receptor negative breast cancer.	Breast cancer (estrogen-receptor negative)	4,939 European ancestry cases, 14,352 European ancestry controls	7,333 European ancestry cases, 42,468 European ancestry controls	13q22.1	13	73232845	KLF5, KLF12	RNY1P8 - MARK2P12	100873807	100421565		5585	174944	rs12870942-?	rs12870942	0	12870942	intergenic_variant	1	0.32	3E-7	6.522878745280337		1.09	[1.05-1.13]	Illumina [10909381] (imputed)	N
2017-03-31	27117709	Couch FJ	2016-04-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/27117709	Identification of four novel susceptibility loci for oestrogen receptor negative breast cancer.	Breast cancer (estrogen-receptor negative)	4,939 European ancestry cases, 14,352 European ancestry controls	7,333 European ancestry cases, 42,468 European ancestry controls	9p21.3	9	22062135	NR	CDKN2B-AS1			100048912			rs1011970-?	rs1011970	0	1011970	intron_variant	0	0.17	2E-6	5.698970004336019		1.11	[1.06-1.15]	Illumina [10909381] (imputed)	N
2017-03-31	27117709	Couch FJ	2016-04-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/27117709	Identification of four novel susceptibility loci for oestrogen receptor negative breast cancer.	Breast cancer (estrogen-receptor negative)	4,939 European ancestry cases, 14,352 European ancestry controls	7,333 European ancestry cases, 42,468 European ancestry controls	12q22	12	95633983	NR	USP44 - PGAM1P5	84101	100132594		82454	15272	rs17356907-?	rs17356907	0	17356907	intron_variant	1	0.7	3E-6	5.522878745280337		1.098901	[1.69-1.14]	Illumina [10909381] (imputed)	N
2017-03-31	27117709	Couch FJ	2016-04-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/27117709	Identification of four novel susceptibility loci for oestrogen receptor negative breast cancer.	Breast cancer (estrogen-receptor negative)	4,939 European ancestry cases, 14,352 European ancestry controls	7,333 European ancestry cases, 42,468 European ancestry controls	13q13.1	13	32398489	NR	BRCA2			675			rs11571833-?	rs11571833	0	11571833	stop_gained	0	0.01	6E-6	5.221848749616356		1.32	[1.20-1.43]	Illumina [10909381] (imputed)	N
2017-03-20	28171663	Huo D	2016-09-04	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/28171663	Genome-wide Association Studies in Women of African Ancestry Identified 3q26.21 as a Novel Susceptibility Locus for Estrogen Receptor Negative Breast Cancer.	Breast cancer (estrogen-receptor negative)	1349 African American cases, 42 African ancestry cases, 4,150 African American controls, 624 African ancestry controls	573 African American cases, 2,939 African American controls	3q26.31	3	172550013	TNFSF10	TNFSF10 - LOC105374219	8743	105374219		26506	42844	rs13074711-T	rs13074711	0	13074711	intergenic_variant	1	0.69	2E-8	7.698970004336019		1.29	[1.18-1.40]	Illumina [16147413] (imputed)	N
2017-03-20	28171663	Huo D	2016-09-04	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/28171663	Genome-wide Association Studies in Women of African Ancestry Identified 3q26.21 as a Novel Susceptibility Locus for Estrogen Receptor Negative Breast Cancer.	Breast cancer (estrogen-receptor negative)	1349 African American cases, 42 African ancestry cases, 4,150 African American controls, 624 African ancestry controls	573 African American cases, 2,939 African American controls	5p15.33	5	1279675	TERT	TERT			7015			rs10069690-T	rs10069690	0	10069690	intron_variant	0	0.6	2E-10	9.698970004336019		1.3	[1.20-1.41]	Illumina [16147413] (imputed)	N
2017-03-20	28171663	Huo D	2016-09-04	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/28171663	Genome-wide Association Studies in Women of African Ancestry Identified 3q26.21 as a Novel Susceptibility Locus for Estrogen Receptor Negative Breast Cancer.	Breast cancer (estrogen-receptor positive)	1795 African American cases, 99 African ancestry cases, 4,150 African American controls, 624 African ancestry controls	1093 African American cases, 2939 African American controls	2q35	2	217029040	intergenic	LOC101928278			101928278			rs12998806-G	rs12998806	0	12998806	intergenic_variant	0	0.86	2E-8	7.698970004336019		1.34	[1.21-1.48]	Illumina [16147413] (imputed)	N
2014-07-29	24325915	Purrington KS	2013-12-09	Carcinogenesis	www.ncbi.nlm.nih.gov/pubmed/24325915	Genome-wide association study identifies 25 known breast cancer susceptibility loci as risk factors for triple-negative breast cancer.	Breast cancer (estrogen-receptor negative, progesterone-receptor negative, and human epidermal growth factor-receptor negative)	1,529 European ancestry cases, 3,399 European ancestry controls	2,148 European ancestry cases, 1,309 European ancestry controls	12p11.22	12	28002147	PTHLH	PTHLH - LOC105369710	5744	105369710		27960	59494	rs10771399-G	rs10771399	0	10771399	intergenic_variant	1		2E-8	7.698970004336019		1.3889	[1.25-1.56]	Illumina [NR] (imputed)	N
